date,asset,price
2024-02-29,SILVER,27.89417335434426
2024-03-01,SILVER,28.265071565524188
2024-03-02,SILVER,28.09018601323066
2024-03-03,SILVER,26.569377384348837
2024-03-04,SILVER,26.47647674852775
2024-03-05,SILVER,28.966753701483515
2024-03-06,SILVER,28.625314998726985
2024-03-07,SILVER,28.62796022407722
2024-03-08,SILVER,28.394191281536045
2024-03-09,SILVER,29.776322190268353
2024-03-10,SILVER,29.08328968370771
2024-03-11,SILVER,30.194197642732313
2024-03-12,SILVER,27.86871242250325
2024-03-13,SILVER,28.335077229399232
2024-03-14,SILVER,27.82773515307382
2024-03-15,SILVER,26.898717641472597
2024-03-16,SILVER,26.235055766582324
2024-03-17,SILVER,25.389056559211863
2024-03-18,SILVER,25.741236799037186
2024-03-19,SILVER,27.246168508536602
2024-03-20,SILVER,27.367149542636827
2024-03-21,SILVER,28.624270930449836
2024-03-22,SILVER,29.180941909265506
2024-03-23,SILVER,28.54257230212515
2024-03-24,SILVER,28.832083042675727
2024-03-25,SILVER,30.207321436533963
2024-03-26,SILVER,30.152622038807237
2024-03-27,SILVER,30.065393164939657
2024-03-28,SILVER,30.620092061762115
2024-03-29,SILVER,31.732740841596957
2024-03-30,SILVER,32.58405507802473
2024-03-31,SILVER,32.71549295523594
2024-04-01,SILVER,32.18583134163279
2024-04-02,SILVER,32.734167613137444
2024-04-03,SILVER,32.73403099820362
2024-04-04,SILVER,30.748794770206263
2024-04-05,SILVER,29.160615990248246
2024-04-06,SILVER,28.588328948033755
2024-04-07,SILVER,28.126060787319275
2024-04-08,SILVER,29.128755102772626
2024-04-09,SILVER,31.301934316048104
2024-04-10,SILVER,30.37884194790569
2024-04-11,SILVER,32.06287321905654
2024-04-12,SILVER,32.18048141061478
2024-04-13,SILVER,32.040090052718114
2024-04-14,SILVER,32.49805971560093
2024-04-15,SILVER,31.530341843212746
2024-04-16,SILVER,30.962315698858134
2024-04-17,SILVER,30.572645794726025
2024-04-18,SILVER,28.566611325800803
2024-04-19,SILVER,28.380751998636356
2024-04-20,SILVER,30.448727337829887
2024-04-21,SILVER,31.32246550840073
2024-04-22,SILVER,32.22196294684833
2024-04-23,SILVER,32.50622820689213
2024-04-24,SILVER,31.64823434565571
2024-04-25,SILVER,30.500282141172534
2024-04-26,SILVER,30.763024317694022
2024-04-27,SILVER,31.083791363462947
2024-04-28,SILVER,30.403432105550934
2024-04-29,SILVER,31.259169218936826
2024-04-30,SILVER,30.27472122866024
2024-05-01,SILVER,30.8769673940754
2024-05-02,SILVER,29.029499184338547
2024-05-03,SILVER,29.126237980278802
2024-05-04,SILVER,28.09709722124262
2024-05-05,SILVER,28.372596852475926
2024-05-06,SILVER,28.091949802531772
2024-05-07,SILVER,27.38648389876885
2024-05-08,SILVER,26.94474252954073
2024-05-09,SILVER,27.511500228611062
2024-05-10,SILVER,27.63086490193439
2024-05-11,SILVER,26.94526178380139
2024-05-12,SILVER,27.453513039667094
2024-05-13,SILVER,26.54408443522516
2024-05-14,SILVER,24.645548369433985
2024-05-15,SILVER,24.897089721413927
2024-05-16,SILVER,25.276938342121916
2024-05-17,SILVER,23.606259453657607
2024-05-18,SILVER,26.617452837664242
2024-05-19,SILVER,28.771568134490913
2024-05-20,SILVER,29.124294621693732
2024-05-21,SILVER,27.843902137058187
2024-05-22,SILVER,26.990386002676996
2024-05-23,SILVER,27.16729367617574
2024-05-24,SILVER,29.443341497332735
2024-05-25,SILVER,28.75298371342376
2024-05-26,SILVER,29.11524363556657
2024-05-27,SILVER,28.481066512874566
2024-05-28,SILVER,27.623318570661315
2024-05-29,SILVER,27.755083880931007
2024-05-30,SILVER,27.84544704699066
2024-05-31,SILVER,28.74177417119264
2024-06-01,SILVER,28.646105991086973
2024-06-02,SILVER,27.50400439920144
2024-06-03,SILVER,28.19209382307324
2024-06-04,SILVER,28.51370691627307
2024-06-05,SILVER,28.975952585297975
2024-06-06,SILVER,28.639984551488542
2024-06-07,SILVER,27.200191827145606
2024-06-08,SILVER,27.498078204203402
2024-06-09,SILVER,28.30164725417198
2024-06-10,SILVER,27.50081727278041
2024-06-11,SILVER,27.847127900685567
2024-06-12,SILVER,28.883321962515343
2024-06-13,SILVER,28.009989843750255
2024-06-14,SILVER,29.041586563334917
2024-06-15,SILVER,29.10625060753937
2024-06-16,SILVER,29.10141446815915
2024-06-17,SILVER,29.938906125941276
2024-06-18,SILVER,31.704079137748792
2024-06-19,SILVER,30.01357367496282
2024-06-20,SILVER,30.434295191678512
2024-06-21,SILVER,29.030433055796102
2024-06-22,SILVER,28.236869008238987
2024-06-23,SILVER,26.459183793451757
2024-06-24,SILVER,25.453990287052903
2024-06-25,SILVER,23.974754460125368
2024-06-26,SILVER,25.34235665606333
2024-06-27,SILVER,26.953717730486787
2024-06-28,SILVER,27.659396063525012
2024-06-29,SILVER,27.64769096413216
2024-06-30,SILVER,27.302685103484734
2024-07-01,SILVER,28.93660932728644
2024-07-02,SILVER,28.63106845497542
2024-07-03,SILVER,27.405614704739
2024-07-04,SILVER,28.769303551895582
2024-07-05,SILVER,29.60296110891486
2024-07-06,SILVER,30.37171109810003
2024-07-07,SILVER,29.03693733767364
2024-07-08,SILVER,28.710088161435515
2024-07-09,SILVER,30.04142228227547
2024-07-10,SILVER,31.003689846731575
2024-07-11,SILVER,31.892579337855572
2024-07-12,SILVER,31.22429746287043
2024-07-13,SILVER,31.866149790698948
2024-07-14,SILVER,31.108014658754165
2024-07-15,SILVER,31.71066613549559
2024-07-16,SILVER,32.137943692641755
2024-07-17,SILVER,32.01162683120597
2024-07-18,SILVER,31.514301671398403
